dep;jour;P;T;cl_age90
65;2020-07-20;0;26;19
65;2020-07-20;0;25;29
65;2020-07-20;0;31;39
65;2020-07-20;1;28;49
65;2020-07-20;0;27;59
65;2020-07-20;1;30;69
65;2020-07-20;0;16;79
65;2020-07-20;0;13;89
65;2020-07-20;0;5;90
65;2020-07-20;2;208;0
65;2020-07-21;0;8;09
65;2020-07-21;0;18;19
65;2020-07-21;0;28;29
65;2020-07-21;0;22;39
65;2020-07-21;0;32;49
65;2020-07-21;0;18;59
65;2020-07-21;0;26;69
65;2020-07-21;0;15;79
65;2020-07-21;0;10;89
65;2020-07-21;0;7;90
65;2020-07-21;0;184;0
65;2020-07-22;0;6;09
65;2020-07-22;0;19;19
65;2020-07-22;0;28;29
65;2020-07-22;0;28;39
65;2020-07-22;1;27;49
65;2020-07-22;0;24;59
65;2020-07-22;0;28;69
65;2020-07-22;0;16;79
65;2020-07-22;0;13;89
65;2020-07-22;0;5;90
65;2020-07-22;1;195;0
65;2020-07-23;0;6;09
65;2020-07-23;0;24;19
65;2020-07-23;0;30;29
65;2020-07-23;1;30;39
65;2020-07-23;1;28;49
65;2020-07-23;2;26;59
65;2020-07-23;0;20;69
65;2020-07-23;0;27;79
65;2020-07-23;0;14;89
65;2020-07-23;0;3;90
65;2020-07-23;4;208;0
65;2020-07-24;0;8;09
65;2020-07-24;0;14;19
65;2020-07-24;0;12;29
65;2020-07-24;0;29;39
65;2020-07-24;0;21;49
65;2020-07-24;1;29;59
65;2020-07-24;0;39;69
65;2020-07-24;1;37;79
65;2020-07-24;0;14;89
65;2020-07-24;0;11;90
65;2020-07-24;2;214;0
65;2020-07-25;0;6;09
65;2020-07-25;1;10;19
65;2020-07-25;0;7;29
65;2020-07-25;0;11;39
65;2020-07-25;0;9;49
65;2020-07-25;0;11;59
65;2020-07-25;0;11;69
65;2020-07-25;0;10;79
65;2020-07-25;0;4;89
65;2020-07-25;0;0;90
65;2020-07-25;1;79;0
65;2020-07-26;0;1;09
65;2020-07-26;0;0;19
65;2020-07-26;0;0;29
65;2020-07-26;0;0;39
65;2020-07-26;0;1;49
65;2020-07-26;0;0;59
65;2020-07-26;0;0;69
65;2020-07-26;0;2;79
65;2020-07-26;0;0;89
65;2020-07-26;0;1;90
65;2020-07-26;0;5;0
66;2020-05-13;0;8;09
66;2020-05-13;0;13;19
66;2020-05-13;0;22;29
66;2020-05-13;0;26;39
66;2020-05-13;0;39;49
66;2020-05-13;0;50;59
66;2020-05-13;0;23;69
66;2020-05-13;0;20;79
66;2020-05-13;0;19;89
66;2020-05-13;0;4;90
66;2020-05-13;0;226;0
66;2020-05-14;0;7;09
66;2020-05-14;0;11;19
66;2020-05-14;0;20;29
66;2020-05-14;0;24;39
66;2020-05-14;0;33;49
66;2020-05-14;0;31;59
66;2020-05-14;0;26;69
66;2020-05-14;0;23;79
66;2020-05-14;0;7;89
66;2020-05-14;0;4;90
66;2020-05-14;0;186;0
66;2020-05-15;0;10;09
66;2020-05-15;0;16;19
66;2020-05-15;0;10;29
66;2020-05-15;0;33;39
66;2020-05-15;0;27;49
66;2020-05-15;0;40;59
66;2020-05-15;0;25;69
66;2020-05-15;0;27;79
66;2020-05-15;0;22;89
66;2020-05-15;0;7;90
66;2020-05-15;0;217;0
66;2020-05-16;0;0;09
66;2020-05-16;0;0;19
66;2020-05-16;0;1;29
66;2020-05-16;0;0;39
66;2020-05-16;0;1;49
66;2020-05-16;0;3;59
66;2020-05-16;0;5;69
66;2020-05-16;0;1;79
66;2020-05-16;0;4;89
66;2020-05-16;0;3;90
66;2020-05-16;0;18;0
66;2020-05-17;0;3;09
66;2020-05-17;0;2;19
66;2020-05-17;0;0;29
66;2020-05-17;0;1;39
66;2020-05-17;0;2;49
66;2020-05-17;0;3;59
66;2020-05-17;0;0;69
66;2020-05-17;0;0;79
66;2020-05-17;0;3;89
66;2020-05-17;0;0;90
66;2020-05-17;0;14;0
66;2020-05-18;0;18;09
66;2020-05-18;0;15;19
66;2020-05-18;0;38;29
66;2020-05-18;0;46;39
66;2020-05-18;0;40;49
66;2020-05-18;0;39;59
66;2020-05-18;0;43;69
66;2020-05-18;0;42;79
66;2020-05-18;0;27;89
66;2020-05-18;0;14;90
66;2020-05-18;0;323;0
66;2020-05-19;0;17;09
66;2020-05-19;0;19;19
66;2020-05-19;0;21;29
66;2020-05-19;0;40;39
66;2020-05-19;0;36;49
66;2020-05-19;0;33;59
66;2020-05-19;0;29;69
66;2020-05-19;0;16;79
66;2020-05-19;0;13;89
66;2020-05-19;0;2;90
66;2020-05-19;0;226;0
66;2020-05-20;0;21;09
66;2020-05-20;0;15;19
66;2020-05-20;0;22;29
66;2020-05-20;0;33;39
66;2020-05-20;0;33;49
66;2020-05-20;0;44;59
66;2020-05-20;0;32;69
66;2020-05-20;0;35;79
66;2020-05-20;0;18;89
66;2020-05-20;0;7;90
66;2020-05-20;0;261;0
66;2020-05-21;0;3;09
66;2020-05-21;0;1;19
66;2020-05-21;0;0;29
66;2020-05-21;0;3;39
66;2020-05-21;0;2;49
66;2020-05-21;0;5;59
66;2020-05-21;0;1;69
66;2020-05-21;0;3;79
66;2020-05-21;0;3;89
66;2020-05-21;0;1;90
66;2020-05-21;0;22;0
66;2020-05-22;0;6;09
66;2020-05-22;0;16;19
66;2020-05-22;0;29;29
66;2020-05-22;0;37;39
66;2020-05-22;0;32;49
66;2020-05-22;0;41;59
66;2020-05-22;0;37;69
66;2020-05-22;0;27;79
66;2020-05-22;0;30;89
66;2020-05-22;0;10;90
66;2020-05-22;0;265;0
66;2020-05-23;0;6;09
66;2020-05-23;0;3;19
66;2020-05-23;0;4;29
66;2020-05-23;0;3;39
66;2020-05-23;0;2;49
66;2020-05-23;0;4;59
66;2020-05-23;0;2;69
66;2020-05-23;0;1;79
66;2020-05-23;0;0;89
66;2020-05-23;0;0;90
66;2020-05-23;0;25;0
66;2020-05-24;0;2;09
66;2020-05-24;0;0;19
66;2020-05-24;0;2;29
66;2020-05-24;0;0;39
66;2020-05-24;0;1;49
66;2020-05-24;0;3;59
66;2020-05-24;0;2;69
66;2020-05-24;0;1;79
66;2020-05-24;0;0;89
66;2020-05-24;0;1;90
66;2020-05-24;0;12;0
66;2020-05-25;0;13;09
66;2020-05-25;0;14;19
66;2020-05-25;0;33;29
66;2020-05-25;0;33;39
66;2020-05-25;0;37;49
66;2020-05-25;0;48;59
66;2020-05-25;0;45;69
66;2020-05-25;0;46;79
66;2020-05-25;0;27;89
66;2020-05-25;0;4;90
66;2020-05-25;0;300;0
66;2020-05-26;0;9;09
66;2020-05-26;0;10;19
66;2020-05-26;0;15;29
66;2020-05-26;0;25;39
66;2020-05-26;0;29;49
66;2020-05-26;0;46;59
66;2020-05-26;0;32;69
66;2020-05-26;0;28;79
66;2020-05-26;0;22;89
66;2020-05-26;0;8;90
66;2020-05-26;0;224;0
66;2020-05-27;0;16;09
66;2020-05-27;0;11;19
66;2020-05-27;0;13;29
66;2020-05-27;0;20;39
66;2020-05-27;0;22;49
66;2020-05-27;0;24;59
66;2020-05-27;0;18;69
66;2020-05-27;0;20;79
66;2020-05-27;0;17;89
66;2020-05-27;0;7;90
66;2020-05-27;0;168;0
66;2020-05-28;0;13;09
66;2020-05-28;0;11;19
66;2020-05-28;0;12;29
66;2020-05-28;0;26;39
66;2020-05-28;0;14;49
66;2020-05-28;0;12;59
66;2020-05-28;0;13;69
66;2020-05-28;0;13;79
66;2020-05-28;0;17;89
66;2020-05-28;0;7;90
66;2020-05-28;0;138;0
66;2020-05-29;0;14;09
66;2020-05-29;0;13;19
66;2020-05-29;0;20;29
66;2020-05-29;0;31;39
66;2020-05-29;0;31;49
66;2020-05-29;0;35;59
66;2020-05-29;0;45;69
66;2020-05-29;0;38;79
66;2020-05-29;0;18;89
66;2020-05-29;0;10;90
66;2020-05-29;0;255;0
66;2020-05-30;0;0;09
66;2020-05-30;0;3;19
66;2020-05-30;0;2;29
66;2020-05-30;0;2;39
66;2020-05-30;0;4;49
66;2020-05-30;0;3;59
66;2020-05-30;0;7;69
66;2020-05-30;0;6;79
66;2020-05-30;0;3;89
66;2020-05-30;0;1;90
66;2020-05-30;0;31;0
66;2020-05-31;0;4;09
66;2020-05-31;0;0;19
66;2020-05-31;0;3;29
66;2020-05-31;0;3;39
66;2020-05-31;0;2;49
66;2020-05-31;0;0;59
66;2020-05-31;0;1;69
66;2020-05-31;0;4;79
66;2020-05-31;0;2;89
66;2020-05-31;0;2;90
66;2020-05-31;0;21;0
66;2020-06-01;0;4;09
66;2020-06-01;0;0;19
66;2020-06-01;0;3;29
66;2020-06-01;0;4;39
66;2020-06-01;0;5;49
66;2020-06-01;0;0;59
66;2020-06-01;0;2;69
66;2020-06-01;0;3;79
66;2020-06-01;0;1;89
66;2020-06-01;0;5;90
66;2020-06-01;0;27;0
66;2020-06-02;0;11;09
66;2020-06-02;0;11;19
66;2020-06-02;0;13;29
66;2020-06-02;0;24;39
66;2020-06-02;0;34;49
66;2020-06-02;0;44;59
66;2020-06-02;0;35;69
66;2020-06-02;0;31;79
66;2020-06-02;0;26;89
66;2020-06-02;0;14;90
66;2020-06-02;0;243;0
66;2020-06-03;0;7;09
66;2020-06-03;0;10;19
66;2020-06-03;1;27;29
66;2020-06-03;0;16;39
66;2020-06-03;0;19;49
66;2020-06-03;0;33;59
66;2020-06-03;0;35;69
66;2020-06-03;0;22;79
66;2020-06-03;0;11;89
66;2020-06-03;0;6;90
66;2020-06-03;1;186;0
66;2020-06-04;0;3;09
66;2020-06-04;0;9;19
66;2020-06-04;0;44;29
66;2020-06-04;0;36;39
66;2020-06-04;0;27;49
66;2020-06-04;0;19;59
66;2020-06-04;0;17;69
66;2020-06-04;0;26;79
66;2020-06-04;0;17;89
66;2020-06-04;0;8;90
66;2020-06-04;0;206;0
66;2020-06-05;0;12;09
66;2020-06-05;0;22;19
66;2020-06-05;0;27;29
66;2020-06-05;0;30;39
66;2020-06-05;0;32;49
66;2020-06-05;0;39;59
66;2020-06-05;0;44;69
66;2020-06-05;0;51;79
66;2020-06-05;0;20;89
66;2020-06-05;0;11;90
66;2020-06-05;0;288;0
66;2020-06-06;0;6;09
66;2020-06-06;0;0;19
66;2020-06-06;0;4;29
66;2020-06-06;0;4;39
66;2020-06-06;0;5;49
66;2020-06-06;0;3;59
66;2020-06-06;0;5;69
66;2020-06-06;0;8;79
66;2020-06-06;0;5;89
66;2020-06-06;0;3;90
66;2020-06-06;0;43;0
66;2020-06-07;0;2;09
66;2020-06-07;0;1;19
66;2020-06-07;0;4;29
66;2020-06-07;0;6;39
66;2020-06-07;0;4;49
66;2020-06-07;0;1;59
66;2020-06-07;0;4;69
66;2020-06-07;0;0;79
66;2020-06-07;0;0;89
66;2020-06-07;0;3;90
66;2020-06-07;0;25;0
66;2020-06-08;0;7;09
66;2020-06-08;0;10;19
66;2020-06-08;0;12;29
66;2020-06-08;0;25;39
66;2020-06-08;0;23;49
66;2020-06-08;0;33;59
66;2020-06-08;0;32;69
66;2020-06-08;0;33;79
66;2020-06-08;0;17;89
66;2020-06-08;0;5;90
66;2020-06-08;0;197;0
66;2020-06-09;0;14;09
66;2020-06-09;0;10;19
66;2020-06-09;0;25;29
66;2020-06-09;0;17;39
66;2020-06-09;0;25;49
66;2020-06-09;0;39;59
66;2020-06-09;0;26;69
66;2020-06-09;0;28;79
66;2020-06-09;0;19;89
66;2020-06-09;0;12;90
66;2020-06-09;0;215;0
66;2020-06-10;0;12;09
66;2020-06-10;0;10;19
66;2020-06-10;0;18;29
66;2020-06-10;0;21;39
66;2020-06-10;0;31;49
66;2020-06-10;0;19;59
66;2020-06-10;0;20;69
66;2020-06-10;0;19;79
66;2020-06-10;0;17;89
66;2020-06-10;0;5;90
66;2020-06-10;0;172;0
66;2020-06-11;0;6;09
66;2020-06-11;0;11;19
66;2020-06-11;0;14;29
66;2020-06-11;0;16;39
66;2020-06-11;0;15;49
66;2020-06-11;0;17;59
66;2020-06-11;0;20;69
66;2020-06-11;0;20;79
66;2020-06-11;0;23;89
66;2020-06-11;0;12;90
66;2020-06-11;0;154;0
66;2020-06-12;0;4;09
66;2020-06-12;0;5;19
66;2020-06-12;0;14;29
66;2020-06-12;0;13;39
66;2020-06-12;0;26;49
66;2020-06-12;0;33;59
66;2020-06-12;0;25;69
66;2020-06-12;0;36;79
66;2020-06-12;0;17;89
66;2020-06-12;0;10;90
66;2020-06-12;0;183;0
66;2020-06-13;0;1;09
66;2020-06-13;0;3;19
66;2020-06-13;0;7;29
66;2020-06-13;0;12;39
66;2020-06-13;0;7;49
66;2020-06-13;0;2;59
66;2020-06-13;0;7;69
66;2020-06-13;0;5;79
66;2020-06-13;0;1;89
66;2020-06-13;0;3;90
66;2020-06-13;0;48;0
66;2020-06-14;0;2;09
66;2020-06-14;0;1;19
66;2020-06-14;0;0;29
66;2020-06-14;0;0;39
66;2020-06-14;0;2;49
66;2020-06-14;0;0;59
66;2020-06-14;0;1;69
66;2020-06-14;0;4;79
66;2020-06-14;0;1;89
66;2020-06-14;0;0;90
66;2020-06-14;0;11;0
66;2020-06-15;0;5;09
66;2020-06-15;0;10;19
66;2020-06-15;0;16;29
66;2020-06-15;0;14;39
66;2020-06-15;0;18;49
66;2020-06-15;0;35;59
66;2020-06-15;0;30;69
66;2020-06-15;0;39;79
66;2020-06-15;0;32;89
66;2020-06-15;0;7;90
66;2020-06-15;0;206;0
66;2020-06-16;0;5;09
66;2020-06-16;0;10;19
66;2020-06-16;0;22;29
66;2020-06-16;0;19;39
66;2020-06-16;0;15;49
66;2020-06-16;0;21;59
66;2020-06-16;0;27;69
66;2020-06-16;0;32;79
66;2020-06-16;0;17;89
66;2020-06-16;0;4;90
66;2020-06-16;0;172;0
66;2020-06-17;0;3;09
66;2020-06-17;0;11;19
66;2020-06-17;0;21;29
66;2020-06-17;0;15;39
66;2020-06-17;0;19;49
66;2020-06-17;0;29;59
66;2020-06-17;0;21;69
66;2020-06-17;0;21;79
66;2020-06-17;0;19;89
66;2020-06-17;0;9;90
66;2020-06-17;0;168;0
66;2020-06-18;0;6;09
66;2020-06-18;0;3;19
66;2020-06-18;0;11;29
66;2020-06-18;0;11;39
66;2020-06-18;0;7;49
66;2020-06-18;0;21;59
66;2020-06-18;0;21;69
66;2020-06-18;0;16;79
66;2020-06-18;0;9;89
66;2020-06-18;0;9;90
66;2020-06-18;0;114;0
66;2020-06-19;0;10;09
66;2020-06-19;0;9;19
66;2020-06-19;0;13;29
66;2020-06-19;0;17;39
66;2020-06-19;0;15;49
66;2020-06-19;0;30;59
66;2020-06-19;0;29;69
66;2020-06-19;0;39;79
66;2020-06-19;0;20;89
66;2020-06-19;0;11;90
66;2020-06-19;0;193;0
66;2020-06-20;0;1;09
66;2020-06-20;0;4;19
66;2020-06-20;0;5;29
66;2020-06-20;0;3;39
66;2020-06-20;0;7;49
66;2020-06-20;0;6;59
66;2020-06-20;0;5;69
66;2020-06-20;0;8;79
66;2020-06-20;0;3;89
66;2020-06-20;0;0;90
66;2020-06-20;0;42;0
66;2020-06-21;0;3;09
66;2020-06-21;0;2;19
66;2020-06-21;0;5;29
66;2020-06-21;0;1;39
66;2020-06-21;0;2;49
66;2020-06-21;0;1;59
66;2020-06-21;0;2;69
66;2020-06-21;0;0;79
66;2020-06-21;0;0;89
66;2020-06-21;0;0;90
66;2020-06-21;0;16;0
66;2020-06-22;0;10;09
66;2020-06-22;0;13;19
66;2020-06-22;0;5;29
66;2020-06-22;0;21;39
66;2020-06-22;0;17;49
66;2020-06-22;0;24;59
66;2020-06-22;0;29;69
66;2020-06-22;0;39;79
66;2020-06-22;0;20;89
66;2020-06-22;0;9;90
66;2020-06-22;0;187;0
66;2020-06-23;0;12;09
66;2020-06-23;0;19;19
66;2020-06-23;0;17;29
66;2020-06-23;0;29;39
66;2020-06-23;0;26;49
66;2020-06-23;0;34;59
66;2020-06-23;0;37;69
66;2020-06-23;0;34;79
66;2020-06-23;0;33;89
66;2020-06-23;0;29;90
66;2020-06-23;0;270;0
66;2020-06-24;0;9;09
66;2020-06-24;0;18;19
66;2020-06-24;0;20;29
66;2020-06-24;0;17;39
66;2020-06-24;0;25;49
66;2020-06-24;0;25;59
66;2020-06-24;0;20;69
66;2020-06-24;0;19;79
66;2020-06-24;0;34;89
66;2020-06-24;0;19;90
66;2020-06-24;0;206;0
66;2020-06-25;0;12;09
66;2020-06-25;0;12;19
66;2020-06-25;0;8;29
66;2020-06-25;0;13;39
66;2020-06-25;0;14;49
66;2020-06-25;0;11;59
66;2020-06-25;0;16;69
66;2020-06-25;0;17;79
66;2020-06-25;0;14;89
66;2020-06-25;0;9;90
66;2020-06-25;0;126;0
66;2020-06-26;0;21;09
66;2020-06-26;0;21;19
66;2020-06-26;0;18;29
66;2020-06-26;0;22;39
66;2020-06-26;0;27;49
66;2020-06-26;0;37;59
66;2020-06-26;0;38;69
66;2020-06-26;0;34;79
66;2020-06-26;0;26;89
66;2020-06-26;0;16;90
66;2020-06-26;0;260;0
66;2020-06-27;0;9;09
66;2020-06-27;0;4;19
66;2020-06-27;0;5;29
66;2020-06-27;0;5;39
66;2020-06-27;0;6;49
66;2020-06-27;0;5;59
66;2020-06-27;0;7;69
66;2020-06-27;0;9;79
66;2020-06-27;0;4;89
66;2020-06-27;0;1;90
66;2020-06-27;0;55;0
66;2020-06-28;0;0;09
66;2020-06-28;0;0;19
66;2020-06-28;0;0;29
66;2020-06-28;0;1;39
66;2020-06-28;0;0;49
66;2020-06-28;0;0;59
66;2020-06-28;0;1;69
66;2020-06-28;0;2;79
66;2020-06-28;0;2;89
66;2020-06-28;0;1;90
66;2020-06-28;0;7;0
66;2020-06-29;0;22;09
66;2020-06-29;0;14;19
66;2020-06-29;0;20;29
66;2020-06-29;0;28;39
66;2020-06-29;0;28;49
66;2020-06-29;0;27;59
66;2020-06-29;0;45;69
66;2020-06-29;0;36;79
66;2020-06-29;0;30;89
66;2020-06-29;0;8;90
66;2020-06-29;0;258;0
66;2020-06-30;0;20;09
66;2020-06-30;0;19;19
66;2020-06-30;0;18;29
66;2020-06-30;0;33;39
66;2020-06-30;0;21;49
66;2020-06-30;0;26;59
66;2020-06-30;0;32;69
66;2020-06-30;0;38;79
66;2020-06-30;0;18;89
66;2020-06-30;0;9;90
66;2020-06-30;0;234;0
66;2020-07-01;2;15;09
66;2020-07-01;0;24;19
66;2020-07-01;0;22;29
66;2020-07-01;0;30;39
66;2020-07-01;0;28;49
66;2020-07-01;0;35;59
66;2020-07-01;0;24;69
66;2020-07-01;0;29;79
66;2020-07-01;0;21;89
66;2020-07-01;0;12;90
66;2020-07-01;2;240;0
66;2020-07-02;0;18;09
66;2020-07-02;0;17;19
66;2020-07-02;0;21;29
66;2020-07-02;0;23;39
66;2020-07-02;0;19;49
66;2020-07-02;0;15;59
66;2020-07-02;0;17;69
66;2020-07-02;0;26;79
66;2020-07-02;0;15;89
66;2020-07-02;0;6;90
66;2020-07-02;0;177;0
66;2020-07-03;0;27;09
66;2020-07-03;0;24;19
66;2020-07-03;0;38;29
66;2020-07-03;0;41;39
66;2020-07-03;0;34;49
66;2020-07-03;0;32;59
66;2020-07-03;0;40;69
66;2020-07-03;0;28;79
66;2020-07-03;0;28;89
66;2020-07-03;0;4;90
66;2020-07-03;0;296;0
66;2020-07-04;0;10;09
66;2020-07-04;0;5;19
66;2020-07-04;0;10;29
66;2020-07-04;0;11;39
66;2020-07-04;0;7;49
66;2020-07-04;0;10;59
66;2020-07-04;0;6;69
66;2020-07-04;0;9;79
66;2020-07-04;0;2;89
66;2020-07-04;0;1;90
66;2020-07-04;0;71;0
66;2020-07-05;0;3;09
66;2020-07-05;0;1;19
66;2020-07-05;0;2;29
66;2020-07-05;0;2;39
66;2020-07-05;1;1;49
66;2020-07-05;0;0;59
66;2020-07-05;0;0;69
66;2020-07-05;0;4;79
66;2020-07-05;0;1;89
66;2020-07-05;0;1;90
66;2020-07-05;1;15;0
66;2020-07-06;0;31;09
66;2020-07-06;0;23;19
66;2020-07-06;0;23;29
66;2020-07-06;0;47;39
66;2020-07-06;0;32;49
66;2020-07-06;0;40;59
66;2020-07-06;0;40;69
66;2020-07-06;0;40;79
66;2020-07-06;0;18;89
66;2020-07-06;0;6;90
66;2020-07-06;0;300;0
66;2020-07-07;0;36;09
66;2020-07-07;0;24;19
66;2020-07-07;0;42;29
66;2020-07-07;0;55;39
66;2020-07-07;1;51;49
66;2020-07-07;0;28;59
66;2020-07-07;0;41;69
66;2020-07-07;0;45;79
66;2020-07-07;0;24;89
66;2020-07-07;0;8;90
66;2020-07-07;1;354;0
66;2020-07-08;0;32;09
66;2020-07-08;0;32;19
66;2020-07-08;0;43;29
66;2020-07-08;0;52;39
66;2020-07-08;1;39;49
66;2020-07-08;0;32;59
66;2020-07-08;0;32;69
66;2020-07-08;0;37;79
66;2020-07-08;0;25;89
66;2020-07-08;0;9;90
66;2020-07-08;1;333;0
66;2020-07-09;0;37;09
66;2020-07-09;0;26;19
66;2020-07-09;2;42;29
66;2020-07-09;1;58;39
66;2020-07-09;0;33;49
66;2020-07-09;0;36;59
66;2020-07-09;2;39;69
66;2020-07-09;0;16;79
66;2020-07-09;0;15;89
66;2020-07-09;0;9;90
66;2020-07-09;5;311;0
66;2020-07-10;0;56;09
66;2020-07-10;0;32;19
66;2020-07-10;0;53;29
66;2020-07-10;1;73;39
66;2020-07-10;1;58;49
66;2020-07-10;1;66;59
66;2020-07-10;0;35;69
66;2020-07-10;0;48;79
66;2020-07-10;0;18;89
66;2020-07-10;0;11;90
66;2020-07-10;3;450;0
66;2020-07-11;0;24;09
66;2020-07-11;0;16;19
66;2020-07-11;0;27;29
66;2020-07-11;0;30;39
66;2020-07-11;0;25;49
66;2020-07-11;0;27;59
66;2020-07-11;0;12;69
66;2020-07-11;0;10;79
66;2020-07-11;0;3;89
66;2020-07-11;0;0;90
66;2020-07-11;0;174;0
66;2020-07-12;0;1;09
66;2020-07-12;0;0;19
66;2020-07-12;0;3;29
66;2020-07-12;0;0;39
66;2020-07-12;0;2;49
66;2020-07-12;0;1;59
66;2020-07-12;0;2;69
66;2020-07-12;0;1;79
66;2020-07-12;0;0;89
66;2020-07-12;0;0;90
66;2020-07-12;0;10;0
66;2020-07-13;0;36;09
66;2020-07-13;0;30;19
66;2020-07-13;0;48;29
66;2020-07-13;0;96;39
66;2020-07-13;0;84;49
66;2020-07-13;0;45;59
66;2020-07-13;0;69;69
66;2020-07-13;0;50;79
66;2020-07-13;0;53;89
66;2020-07-13;0;21;90
66;2020-07-13;0;534;0
66;2020-07-14;0;1;09
66;2020-07-14;0;1;19
66;2020-07-14;0;5;29
66;2020-07-14;0;2;39
66;2020-07-14;0;4;49
66;2020-07-14;0;0;59
66;2020-07-14;0;1;69
66;2020-07-14;0;4;79
66;2020-07-14;0;3;89
66;2020-07-14;0;2;90
66;2020-07-14;0;23;0
66;2020-07-15;0;27;09
66;2020-07-15;0;45;19
66;2020-07-15;0;68;29
66;2020-07-15;0;73;39
66;2020-07-15;0;56;49
66;2020-07-15;1;58;59
66;2020-07-15;0;48;69
66;2020-07-15;0;45;79
66;2020-07-15;0;27;89
66;2020-07-15;0;6;90
66;2020-07-15;1;453;0
66;2020-07-16;0;29;09
66;2020-07-16;0;37;19
66;2020-07-16;1;58;29
66;2020-07-16;0;66;39
66;2020-07-16;0;59;49
66;2020-07-16;2;32;59
66;2020-07-16;0;38;69
66;2020-07-16;0;38;79
66;2020-07-16;0;28;89
66;2020-07-16;0;15;90
66;2020-07-16;3;401;0
66;2020-07-17;0;28;09
66;2020-07-17;0;47;19
66;2020-07-17;0;73;29
66;2020-07-17;0;81;39
66;2020-07-17;0;62;49
66;2020-07-17;0;67;59
66;2020-07-17;0;69;69
66;2020-07-17;0;54;79
66;2020-07-17;0;34;89
66;2020-07-17;0;14;90
66;2020-07-17;0;530;0
66;2020-07-18;0;7;09
66;2020-07-18;0;27;19
66;2020-07-18;0;22;29
66;2020-07-18;0;18;39
66;2020-07-18;0;25;49
66;2020-07-18;0;25;59
66;2020-07-18;0;24;69
66;2020-07-18;0;27;79
66;2020-07-18;0;14;89
66;2020-07-18;0;10;90
66;2020-07-18;0;199;0
66;2020-07-19;0;1;09
66;2020-07-19;0;1;19
66;2020-07-19;0;0;29
66;2020-07-19;0;0;39
66;2020-07-19;0;1;49
66;2020-07-19;0;1;59
66;2020-07-19;0;3;69
66;2020-07-19;0;1;79
66;2020-07-19;0;3;89
66;2020-07-19;0;0;90
66;2020-07-19;0;11;0
66;2020-07-20;0;27;09
66;2020-07-20;0;34;19
66;2020-07-20;0;59;29
66;2020-07-20;0;70;39
66;2020-07-20;0;50;49
66;2020-07-20;0;46;59
66;2020-07-20;1;88;69
66;2020-07-20;0;58;79
66;2020-07-20;0;26;89
66;2020-07-20;0;10;90
66;2020-07-20;1;468;0
66;2020-07-21;0;24;09
66;2020-07-21;0;42;19
66;2020-07-21;0;54;29
66;2020-07-21;1;73;39
66;2020-07-21;2;62;49
66;2020-07-21;0;69;59
66;2020-07-21;0;55;69
66;2020-07-21;0;36;79
66;2020-07-21;0;32;89
66;2020-07-21;0;10;90
66;2020-07-21;3;458;0
66;2020-07-22;0;16;09
66;2020-07-22;4;46;19
66;2020-07-22;1;63;29
66;2020-07-22;0;48;39
66;2020-07-22;0;47;49
66;2020-07-22;0;51;59
66;2020-07-22;0;59;69
66;2020-07-22;0;46;79
66;2020-07-22;0;26;89
66;2020-07-22;0;10;90
66;2020-07-22;5;412;0
66;2020-07-23;0;9;09
66;2020-07-23;0;44;19
66;2020-07-23;0;41;29
66;2020-07-23;1;52;39
66;2020-07-23;0;33;49
66;2020-07-23;0;44;59
66;2020-07-23;0;46;69
66;2020-07-23;0;50;79
66;2020-07-23;0;25;89
66;2020-07-23;0;7;90
66;2020-07-23;1;352;0
66;2020-07-24;0;19;09
66;2020-07-24;0;45;19
66;2020-07-24;0;56;29
66;2020-07-24;0;43;39
66;2020-07-24;0;45;49
66;2020-07-24;0;46;59
66;2020-07-24;0;45;69
66;2020-07-24;0;61;79
66;2020-07-24;0;49;89
66;2020-07-24;0;54;90
66;2020-07-24;0;463;0
66;2020-07-25;1;13;09
66;2020-07-25;3;17;19
66;2020-07-25;2;20;29
66;2020-07-25;0;17;39
66;2020-07-25;2;26;49
66;2020-07-25;2;22;59
66;2020-07-25;0;21;69
66;2020-07-25;0;26;79
66;2020-07-25;0;9;89
66;2020-07-25;0;3;90
66;2020-07-25;10;174;0
66;2020-07-26;0;1;09
66;2020-07-26;0;2;19
66;2020-07-26;0;2;29
66;2020-07-26;0;0;39
66;2020-07-26;0;2;49
66;2020-07-26;0;3;59
66;2020-07-26;0;5;69
66;2020-07-26;0;1;79
66;2020-07-26;0;3;89
66;2020-07-26;0;0;90
66;2020-07-26;0;19;0
67;2020-05-13;2;34;09
67;2020-05-13;0;38;19
67;2020-05-13;1;108;29
67;2020-05-13;2;115;39
67;2020-05-13;2;140;49
67;2020-05-13;8;134;59
67;2020-05-13;2;141;69
67;2020-05-13;2;91;79
67;2020-05-13;5;94;89
67;2020-05-13;6;58;90
67;2020-05-13;30;960;0
67;2020-05-14;0;27;09
67;2020-05-14;0;50;19
67;2020-05-14;2;106;29
67;2020-05-14;1;138;39
67;2020-05-14;2;113;49
67;2020-05-14;3;150;59
67;2020-05-14;1;110;69
67;2020-05-14;1;78;79
67;2020-05-14;8;111;89
67;2020-05-14;4;63;90
67;2020-05-14;22;947;0
67;2020-05-15;0;49;09
67;2020-05-15;1;56;19
67;2020-05-15;2;143;29
67;2020-05-15;3;143;39
67;2020-05-15;0;128;49
67;2020-05-15;3;139;59
67;2020-05-15;4;142;69
67;2020-05-15;4;118;79
67;2020-05-15;4;121;89
