dep;sexe;Dc_Elec_Covid_cum;jour
18;2;51;2020-05-01
18;2;52;2020-05-02
18;2;52;2020-05-03
18;2;52;2020-05-04
18;2;53;2020-05-05
18;2;54;2020-05-06
18;2;54;2020-05-07
18;2;54;2020-05-08
18;2;55;2020-05-09
18;2;56;2020-05-10
18;2;56;2020-05-11
18;2;56;2020-05-12
18;2;56;2020-05-13
18;2;56;2020-05-14
18;2;56;2020-05-15
18;2;56;2020-05-16
18;2;57;2020-05-17
19;0;0;2020-03-06
19;0;0;2020-03-07
19;0;0;2020-03-08
19;0;0;2020-03-09
19;0;0;2020-03-10
19;0;0;2020-03-11
19;0;0;2020-03-12
19;0;0;2020-03-13
19;0;0;2020-03-14
19;0;0;2020-03-15
19;0;0;2020-03-16
19;0;0;2020-03-17
19;0;0;2020-03-18
19;0;0;2020-03-19
19;0;0;2020-03-20
19;0;0;2020-03-21
19;0;1;2020-03-22
19;0;2;2020-03-23
19;0;3;2020-03-24
19;0;3;2020-03-25
19;0;3;2020-03-26
19;0;3;2020-03-27
19;0;3;2020-03-28
19;0;4;2020-03-29
19;0;4;2020-03-30
19;0;5;2020-03-31
19;0;6;2020-04-01
19;0;6;2020-04-02
19;0;7;2020-04-03
19;0;8;2020-04-04
19;0;8;2020-04-05
19;0;11;2020-04-06
19;0;12;2020-04-07
19;0;13;2020-04-08
19;0;13;2020-04-09
19;0;15;2020-04-10
19;0;15;2020-04-11
19;0;15;2020-04-12
19;0;15;2020-04-13
19;0;16;2020-04-14
19;0;17;2020-04-15
19;0;17;2020-04-16
19;0;17;2020-04-17
19;0;19;2020-04-18
19;0;19;2020-04-19
19;0;19;2020-04-20
19;0;20;2020-04-21
19;0;20;2020-04-22
19;0;20;2020-04-23
19;0;20;2020-04-24
19;0;20;2020-04-25
19;0;20;2020-04-26
19;0;21;2020-04-27
19;0;21;2020-04-28
19;0;22;2020-04-29
19;0;23;2020-04-30
19;0;23;2020-05-01
19;0;23;2020-05-02
19;0;23;2020-05-03
19;0;23;2020-05-04
19;0;23;2020-05-05
19;0;23;2020-05-06
19;0;23;2020-05-07
19;0;23;2020-05-08
19;0;23;2020-05-09
19;0;23;2020-05-10
19;0;24;2020-05-11
19;0;24;2020-05-12
19;0;24;2020-05-13
19;0;24;2020-05-14
19;0;24;2020-05-15
19;0;24;2020-05-16
19;0;24;2020-05-17
19;1;0;2020-03-06
19;1;0;2020-03-07
19;1;0;2020-03-08
19;1;0;2020-03-09
19;1;0;2020-03-10
19;1;0;2020-03-11
19;1;0;2020-03-12
19;1;0;2020-03-13
19;1;0;2020-03-14
19;1;0;2020-03-15
19;1;0;2020-03-16
19;1;0;2020-03-17
19;1;0;2020-03-18
19;1;0;2020-03-19
19;1;0;2020-03-20
19;1;0;2020-03-21
19;1;1;2020-03-22
19;1;2;2020-03-23
19;1;2;2020-03-24
19;1;2;2020-03-25
19;1;2;2020-03-26
19;1;2;2020-03-27
19;1;2;2020-03-28
19;1;3;2020-03-29
19;1;3;2020-03-30
19;1;4;2020-03-31
19;1;5;2020-04-01
19;1;5;2020-04-02
19;1;6;2020-04-03
19;1;7;2020-04-04
19;1;7;2020-04-05
19;1;10;2020-04-06
19;1;10;2020-04-07
19;1;11;2020-04-08
19;1;11;2020-04-09
19;1;13;2020-04-10
19;1;13;2020-04-11
19;1;13;2020-04-12
19;1;13;2020-04-13
19;1;13;2020-04-14
19;1;13;2020-04-15
19;1;13;2020-04-16
19;1;13;2020-04-17
19;1;15;2020-04-18
19;1;15;2020-04-19
19;1;15;2020-04-20
19;1;16;2020-04-21
19;1;16;2020-04-22
19;1;16;2020-04-23
19;1;16;2020-04-24
19;1;16;2020-04-25
19;1;16;2020-04-26
19;1;16;2020-04-27
19;1;16;2020-04-28
19;1;16;2020-04-29
19;1;17;2020-04-30
19;1;17;2020-05-01
19;1;17;2020-05-02
19;1;17;2020-05-03
19;1;17;2020-05-04
19;1;17;2020-05-05
19;1;17;2020-05-06
19;1;17;2020-05-07
19;1;17;2020-05-08
19;1;17;2020-05-09
19;1;17;2020-05-10
19;1;18;2020-05-11
19;1;18;2020-05-12
19;1;18;2020-05-13
19;1;18;2020-05-14
19;1;18;2020-05-15
19;1;18;2020-05-16
19;1;18;2020-05-17
19;2;0;2020-03-06
19;2;0;2020-03-07
19;2;0;2020-03-08
19;2;0;2020-03-09
19;2;0;2020-03-10
19;2;0;2020-03-11
19;2;0;2020-03-12
19;2;0;2020-03-13
19;2;0;2020-03-14
19;2;0;2020-03-15
19;2;0;2020-03-16
19;2;0;2020-03-17
19;2;0;2020-03-18
19;2;0;2020-03-19
19;2;0;2020-03-20
19;2;0;2020-03-21
19;2;0;2020-03-22
19;2;0;2020-03-23
19;2;1;2020-03-24
19;2;1;2020-03-25
19;2;1;2020-03-26
19;2;1;2020-03-27
19;2;1;2020-03-28
19;2;1;2020-03-29
19;2;1;2020-03-30
19;2;1;2020-03-31
19;2;1;2020-04-01
19;2;1;2020-04-02
19;2;1;2020-04-03
19;2;1;2020-04-04
19;2;1;2020-04-05
19;2;1;2020-04-06
19;2;2;2020-04-07
19;2;2;2020-04-08
19;2;2;2020-04-09
19;2;2;2020-04-10
19;2;2;2020-04-11
19;2;2;2020-04-12
19;2;2;2020-04-13
19;2;3;2020-04-14
19;2;4;2020-04-15
19;2;4;2020-04-16
19;2;4;2020-04-17
19;2;4;2020-04-18
19;2;4;2020-04-19
19;2;4;2020-04-20
19;2;4;2020-04-21
19;2;4;2020-04-22
19;2;4;2020-04-23
19;2;4;2020-04-24
19;2;4;2020-04-25
19;2;4;2020-04-26
19;2;5;2020-04-27
19;2;5;2020-04-28
19;2;6;2020-04-29
19;2;6;2020-04-30
19;2;6;2020-05-01
19;2;6;2020-05-02
19;2;6;2020-05-03
19;2;6;2020-05-04
19;2;6;2020-05-05
19;2;6;2020-05-06
19;2;6;2020-05-07
19;2;6;2020-05-08
19;2;6;2020-05-09
19;2;6;2020-05-10
19;2;6;2020-05-11
19;2;6;2020-05-12
19;2;6;2020-05-13
19;2;6;2020-05-14
19;2;6;2020-05-15
19;2;6;2020-05-16
19;2;6;2020-05-17
21;0;0;2020-03-06
21;0;0;2020-03-07
21;0;0;2020-03-08
21;0;0;2020-03-09
21;0;0;2020-03-10
21;0;0;2020-03-11
21;0;0;2020-03-12
21;0;0;2020-03-13
21;0;0;2020-03-14
21;0;0;2020-03-15
21;0;0;2020-03-16
21;0;0;2020-03-17
21;0;0;2020-03-18
21;0;0;2020-03-19
21;0;0;2020-03-20
21;0;0;2020-03-21
21;0;0;2020-03-22
21;0;0;2020-03-23
21;0;0;2020-03-24
21;0;0;2020-03-25
21;0;0;2020-03-26
21;0;1;2020-03-27
21;0;4;2020-03-28
21;0;4;2020-03-29
21;0;4;2020-03-30
21;0;6;2020-03-31
21;0;7;2020-04-01
21;0;8;2020-04-02
21;0;10;2020-04-03
21;0;13;2020-04-04
21;0;14;2020-04-05
21;0;14;2020-04-06
21;0;15;2020-04-07
21;0;18;2020-04-08
21;0;18;2020-04-09
21;0;18;2020-04-10
21;0;23;2020-04-11
21;0;25;2020-04-12
21;0;26;2020-04-13
21;0;30;2020-04-14
21;0;32;2020-04-15
21;0;34;2020-04-16
21;0;35;2020-04-17
21;0;36;2020-04-18
21;0;38;2020-04-19
21;0;43;2020-04-20
21;0;44;2020-04-21
21;0;45;2020-04-22
21;0;48;2020-04-23
21;0;48;2020-04-24
21;0;49;2020-04-25
21;0;50;2020-04-26
21;0;50;2020-04-27
21;0;51;2020-04-28
21;0;53;2020-04-29
21;0;53;2020-04-30
21;0;53;2020-05-01
21;0;53;2020-05-02
21;0;53;2020-05-03
21;0;55;2020-05-04
21;0;55;2020-05-05
21;0;55;2020-05-06
21;0;57;2020-05-07
21;0;58;2020-05-08
21;0;58;2020-05-09
21;0;58;2020-05-10
21;0;59;2020-05-11
21;0;59;2020-05-12
21;0;60;2020-05-13
21;0;60;2020-05-14
21;0;60;2020-05-15
21;0;60;2020-05-16
21;0;60;2020-05-17
21;1;0;2020-03-06
21;1;0;2020-03-07
21;1;0;2020-03-08
21;1;0;2020-03-09
21;1;0;2020-03-10
21;1;0;2020-03-11
21;1;0;2020-03-12
21;1;0;2020-03-13
21;1;0;2020-03-14
21;1;0;2020-03-15
21;1;0;2020-03-16
21;1;0;2020-03-17
21;1;0;2020-03-18
21;1;0;2020-03-19
21;1;0;2020-03-20
21;1;0;2020-03-21
21;1;0;2020-03-22
21;1;0;2020-03-23
21;1;0;2020-03-24
21;1;0;2020-03-25
21;1;0;2020-03-26
21;1;0;2020-03-27
21;1;1;2020-03-28
21;1;1;2020-03-29
21;1;1;2020-03-30
21;1;3;2020-03-31
21;1;4;2020-04-01
21;1;5;2020-04-02
21;1;6;2020-04-03
21;1;8;2020-04-04
21;1;8;2020-04-05
21;1;8;2020-04-06
21;1;9;2020-04-07
21;1;10;2020-04-08
21;1;10;2020-04-09
21;1;10;2020-04-10
21;1;13;2020-04-11
21;1;13;2020-04-12
21;1;13;2020-04-13
21;1;17;2020-04-14
21;1;17;2020-04-15
21;1;17;2020-04-16
21;1;18;2020-04-17
21;1;19;2020-04-18
21;1;21;2020-04-19
21;1;24;2020-04-20
21;1;24;2020-04-21
21;1;25;2020-04-22
21;1;26;2020-04-23
21;1;26;2020-04-24
21;1;26;2020-04-25
21;1;27;2020-04-26
21;1;27;2020-04-27
21;1;27;2020-04-28
21;1;28;2020-04-29
21;1;28;2020-04-30
21;1;28;2020-05-01
21;1;28;2020-05-02
21;1;28;2020-05-03
21;1;29;2020-05-04
21;1;29;2020-05-05
21;1;29;2020-05-06
21;1;30;2020-05-07
21;1;31;2020-05-08
21;1;31;2020-05-09
21;1;31;2020-05-10
21;1;31;2020-05-11
21;1;31;2020-05-12
21;1;32;2020-05-13
21;1;32;2020-05-14
21;1;32;2020-05-15
21;1;32;2020-05-16
21;1;32;2020-05-17
21;2;0;2020-03-06
21;2;0;2020-03-07
21;2;0;2020-03-08
21;2;0;2020-03-09
21;2;0;2020-03-10
21;2;0;2020-03-11
21;2;0;2020-03-12
21;2;0;2020-03-13
21;2;0;2020-03-14
21;2;0;2020-03-15
21;2;0;2020-03-16
21;2;0;2020-03-17
21;2;0;2020-03-18
21;2;0;2020-03-19
21;2;0;2020-03-20
21;2;0;2020-03-21
21;2;0;2020-03-22
21;2;0;2020-03-23
21;2;0;2020-03-24
21;2;0;2020-03-25
21;2;0;2020-03-26
21;2;1;2020-03-27
21;2;3;2020-03-28
21;2;3;2020-03-29
21;2;3;2020-03-30
21;2;3;2020-03-31
21;2;3;2020-04-01
21;2;3;2020-04-02
21;2;4;2020-04-03
21;2;5;2020-04-04
21;2;6;2020-04-05
21;2;6;2020-04-06
21;2;6;2020-04-07
21;2;8;2020-04-08
21;2;8;2020-04-09
21;2;8;2020-04-10
21;2;10;2020-04-11
21;2;12;2020-04-12
21;2;13;2020-04-13
21;2;13;2020-04-14
21;2;15;2020-04-15
21;2;17;2020-04-16
21;2;17;2020-04-17
21;2;17;2020-04-18
21;2;17;2020-04-19
21;2;19;2020-04-20
21;2;20;2020-04-21
21;2;20;2020-04-22
21;2;22;2020-04-23
21;2;22;2020-04-24
21;2;23;2020-04-25
21;2;23;2020-04-26
21;2;23;2020-04-27
21;2;24;2020-04-28
21;2;25;2020-04-29
21;2;25;2020-04-30
21;2;25;2020-05-01
21;2;25;2020-05-02
21;2;25;2020-05-03
21;2;26;2020-05-04
21;2;26;2020-05-05
21;2;26;2020-05-06
21;2;27;2020-05-07
21;2;27;2020-05-08
21;2;27;2020-05-09
21;2;27;2020-05-10
21;2;28;2020-05-11
21;2;28;2020-05-12
21;2;28;2020-05-13
21;2;28;2020-05-14
21;2;28;2020-05-15
21;2;28;2020-05-16
21;2;28;2020-05-17
22;0;0;2020-03-06
22;0;0;2020-03-07
22;0;0;2020-03-08
22;0;0;2020-03-09
22;0;0;2020-03-10
22;0;0;2020-03-11
22;0;0;2020-03-12
22;0;0;2020-03-13
22;0;0;2020-03-14
22;0;0;2020-03-15
22;0;0;2020-03-16
22;0;0;2020-03-17
22;0;0;2020-03-18
22;0;0;2020-03-19
22;0;0;2020-03-20
22;0;0;2020-03-21
22;0;0;2020-03-22
22;0;0;2020-03-23
22;0;0;2020-03-24
22;0;0;2020-03-25
22;0;0;2020-03-26
22;0;0;2020-03-27
22;0;0;2020-03-28
22;0;0;2020-03-29
22;0;0;2020-03-30
22;0;0;2020-03-31
22;0;0;2020-04-01
22;0;0;2020-04-02
22;0;0;2020-04-03
22;0;0;2020-04-04
22;0;0;2020-04-05
22;0;0;2020-04-06
22;0;0;2020-04-07
22;0;0;2020-04-08
22;0;0;2020-04-09
22;0;0;2020-04-10
22;0;0;2020-04-11
22;0;0;2020-04-12
22;0;0;2020-04-13
22;0;0;2020-04-14
22;0;0;2020-04-15
22;0;0;2020-04-16
22;0;0;2020-04-17
22;0;0;2020-04-18
22;0;0;2020-04-19
22;0;0;2020-04-20
22;0;0;2020-04-21
22;0;0;2020-04-22
22;0;0;2020-04-23
22;0;0;2020-04-24
22;0;1;2020-04-25
22;0;1;2020-04-26
22;0;1;2020-04-27
22;0;1;2020-04-28
22;0;1;2020-04-29
22;0;1;2020-04-30
22;0;1;2020-05-01
22;0;1;2020-05-02
22;0;1;2020-05-03
22;0;1;2020-05-04
22;0;1;2020-05-05
22;0;1;2020-05-06
22;0;1;2020-05-07
22;0;1;2020-05-08
22;0;1;2020-05-09
22;0;1;2020-05-10
22;0;1;2020-05-11
22;0;1;2020-05-12
22;0;1;2020-05-13
22;0;1;2020-05-14
22;0;1;2020-05-15
22;0;1;2020-05-16
22;0;1;2020-05-17
22;1;0;2020-03-06
22;1;0;2020-03-07
22;1;0;2020-03-08
22;1;0;2020-03-09
22;1;0;2020-03-10
22;1;0;2020-03-11
22;1;0;2020-03-12
22;1;0;2020-03-13
22;1;0;2020-03-14
22;1;0;2020-03-15
22;1;0;2020-03-16
22;1;0;2020-03-17
22;1;0;2020-03-18
22;1;0;2020-03-19
22;1;0;2020-03-20
22;1;0;2020-03-21
22;1;0;2020-03-22
22;1;0;2020-03-23
22;1;0;2020-03-24
22;1;0;2020-03-25
22;1;0;2020-03-26
22;1;0;2020-03-27
22;1;0;2020-03-28
22;1;0;2020-03-29
22;1;0;2020-03-30
22;1;0;2020-03-31
22;1;0;2020-04-01
22;1;0;2020-04-02
22;1;0;2020-04-03
22;1;0;2020-04-04
22;1;0;2020-04-05
22;1;0;2020-04-06
22;1;0;2020-04-07
22;1;0;2020-04-08
22;1;0;2020-04-09
22;1;0;2020-04-10
22;1;0;2020-04-11
22;1;0;2020-04-12
22;1;0;2020-04-13
22;1;0;2020-04-14
22;1;0;2020-04-15
22;1;0;2020-04-16
22;1;0;2020-04-17
22;1;0;2020-04-18
22;1;0;2020-04-19
22;1;0;2020-04-20
22;1;0;2020-04-21
22;1;0;2020-04-22
22;1;0;2020-04-23
22;1;0;2020-04-24
22;1;0;2020-04-25
22;1;0;2020-04-26
22;1;0;2020-04-27
22;1;0;2020-04-28
22;1;0;2020-04-29
22;1;0;2020-04-30
22;1;0;2020-05-01
22;1;0;2020-05-02
22;1;0;2020-05-03
22;1;0;2020-05-04
22;1;0;2020-05-05
22;1;0;2020-05-06
22;1;0;2020-05-07
22;1;0;2020-05-08
22;1;0;2020-05-09
22;1;0;2020-05-10
22;1;0;2020-05-11
22;1;0;2020-05-12
22;1;0;2020-05-13
22;1;0;2020-05-14
22;1;0;2020-05-15
22;1;0;2020-05-16
22;1;0;2020-05-17
22;2;0;2020-03-06
22;2;0;2020-03-07
22;2;0;2020-03-08
22;2;0;2020-03-09
22;2;0;2020-03-10
22;2;0;2020-03-11
22;2;0;2020-03-12
22;2;0;2020-03-13
22;2;0;2020-03-14
22;2;0;2020-03-15
22;2;0;2020-03-16
22;2;0;2020-03-17
22;2;0;2020-03-18
22;2;0;2020-03-19
22;2;0;2020-03-20
22;2;0;2020-03-21
22;2;0;2020-03-22
22;2;0;2020-03-23
22;2;0;2020-03-24
22;2;0;2020-03-25
22;2;0;2020-03-26
22;2;0;2020-03-27
22;2;0;2020-03-28
22;2;0;2020-03-29
22;2;0;2020-03-30
22;2;0;2020-03-31
22;2;0;2020-04-01
22;2;0;2020-04-02
22;2;0;2020-04-03
22;2;0;2020-04-04
22;2;0;2020-04-05
22;2;0;2020-04-06
22;2;0;2020-04-07
22;2;0;2020-04-08
22;2;0;2020-04-09
22;2;0;2020-04-10
22;2;0;2020-04-11
22;2;0;2020-04-12
22;2;0;2020-04-13
22;2;0;2020-04-14
22;2;0;2020-04-15
22;2;0;2020-04-16
22;2;0;2020-04-17
22;2;0;2020-04-18
22;2;0;2020-04-19
22;2;0;2020-04-20
22;2;0;2020-04-21
22;2;0;2020-04-22
22;2;0;2020-04-23
22;2;0;2020-04-24
22;2;1;2020-04-25
22;2;1;2020-04-26
22;2;1;2020-04-27
22;2;1;2020-04-28
22;2;1;2020-04-29
22;2;1;2020-04-30
22;2;1;2020-05-01
22;2;1;2020-05-02
22;2;1;2020-05-03
22;2;1;2020-05-04
22;2;1;2020-05-05
22;2;1;2020-05-06
22;2;1;2020-05-07
22;2;1;2020-05-08
22;2;1;2020-05-09
22;2;1;2020-05-10
22;2;1;2020-05-11
22;2;1;2020-05-12
22;2;1;2020-05-13
22;2;1;2020-05-14
22;2;1;2020-05-15
22;2;1;2020-05-16
22;2;1;2020-05-17
23;0;0;2020-03-06
23;0;0;2020-03-07
23;0;0;2020-03-08
23;0;0;2020-03-09
23;0;0;2020-03-10
23;0;0;2020-03-11
23;0;0;2020-03-12
23;0;0;2020-03-13
23;0;0;2020-03-14
23;0;0;2020-03-15
23;0;0;2020-03-16
23;0;0;2020-03-17
23;0;0;2020-03-18
23;0;0;2020-03-19
23;0;0;2020-03-20
23;0;0;2020-03-21
23;0;0;2020-03-22
23;0;0;2020-03-23
23;0;0;2020-03-24
23;0;0;2020-03-25
23;0;0;2020-03-26
23;0;0;2020-03-27
23;0;0;2020-03-28
23;0;0;2020-03-29
23;0;0;2020-03-30
23;0;0;2020-03-31
23;0;0;2020-04-01
23;0;0;2020-04-02
23;0;0;2020-04-03
23;0;0;2020-04-04
23;0;0;2020-04-05
23;0;0;2020-04-06
23;0;0;2020-04-07
23;0;0;2020-04-08
23;0;0;2020-04-09
23;0;0;2020-04-10
23;0;0;2020-04-11
23;0;0;2020-04-12
23;0;0;2020-04-13
23;0;0;2020-04-14
23;0;0;2020-04-15
23;0;0;2020-04-16
23;0;1;2020-04-17
23;0;1;2020-04-18
23;0;1;2020-04-19
23;0;1;2020-04-20
23;0;1;2020-04-21
23;0;1;2020-04-22
23;0;1;2020-04-23
23;0;1;2020-04-24
23;0;1;2020-04-25
23;0;1;2020-04-26
23;0;1;2020-04-27
23;0;1;2020-04-28
23;0;1;2020-04-29
23;0;1;2020-04-30
23;0;1;2020-05-01
23;0;1;2020-05-02
23;0;1;2020-05-03
23;0;1;2020-05-04
23;0;1;2020-05-05
23;0;1;2020-05-06
23;0;1;2020-05-07
23;0;1;2020-05-08
23;0;1;2020-05-09
23;0;1;2020-05-10
23;0;1;2020-05-11
23;0;1;2020-05-12
23;0;1;2020-05-13
23;0;2;2020-05-14
23;0;2;2020-05-15
23;0;2;2020-05-16
23;0;2;2020-05-17
23;1;0;2020-03-06
23;1;0;2020-03-07
23;1;0;2020-03-08
23;1;0;2020-03-09
23;1;0;2020-03-10
23;1;0;2020-03-11
23;1;0;2020-03-12
23;1;0;2020-03-13
23;1;0;2020-03-14
23;1;0;2020-03-15
23;1;0;2020-03-16
23;1;0;2020-03-17
23;1;0;2020-03-18
23;1;0;2020-03-19
23;1;0;2020-03-20
23;1;0;2020-03-21
23;1;0;2020-03-22
23;1;0;2020-03-23
23;1;0;2020-03-24
23;1;0;2020-03-25
23;1;0;2020-03-26
23;1;0;2020-03-27
23;1;0;2020-03-28
23;1;0;2020-03-29
23;1;0;2020-03-30
23;1;0;2020-03-31
23;1;0;2020-04-01
23;1;0;2020-04-02
23;1;0;2020-04-03
23;1;0;2020-04-04
23;1;0;2020-04-05
23;1;0;2020-04-06
23;1;0;2020-04-07
23;1;0;2020-04-08
23;1;0;2020-04-09
23;1;0;2020-04-10
23;1;0;2020-04-11
23;1;0;2020-04-12
23;1;0;2020-04-13
23;1;0;2020-04-14
23;1;0;2020-04-15
23;1;0;2020-04-16
23;1;1;2020-04-17
23;1;1;2020-04-18
23;1;1;2020-04-19
23;1;1;2020-04-20
23;1;1;2020-04-21
23;1;1;2020-04-22
23;1;1;2020-04-23
23;1;1;2020-04-24
23;1;1;2020-04-25
23;1;1;2020-04-26
23;1;1;2020-04-27
23;1;1;2020-04-28
23;1;1;2020-04-29
23;1;1;2020-04-30
23;1;1;2020-05-01
23;1;1;2020-05-02
23;1;1;2020-05-03
23;1;1;2020-05-04
23;1;1;2020-05-05
23;1;1;2020-05-06
23;1;1;2020-05-07
23;1;1;2020-05-08
23;1;1;2020-05-09
23;1;1;2020-05-10
23;1;1;2020-05-11
23;1;1;2020-05-12
23;1;1;2020-05-13
23;1;2;2020-05-14
23;1;2;2020-05-15
23;1;2;2020-05-16
23;1;2;2020-05-17
23;2;0;2020-03-06
23;2;0;2020-03-07
23;2;0;2020-03-08
23;2;0;2020-03-09
23;2;0;2020-03-10
23;2;0;2020-03-11
23;2;0;2020-03-12
23;2;0;2020-03-13
23;2;0;2020-03-14
23;2;0;2020-03-15
23;2;0;2020-03-16
23;2;0;2020-03-17
23;2;0;2020-03-18
23;2;0;2020-03-19
23;2;0;2020-03-20
23;2;0;2020-03-21
23;2;0;2020-03-22
23;2;0;2020-03-23
23;2;0;2020-03-24
23;2;0;2020-03-25
23;2;0;2020-03-26
23;2;0;2020-03-27
23;2;0;2020-03-28
23;2;0;2020-03-29
23;2;0;2020-03-30
23;2;0;2020-03-31
23;2;0;2020-04-01
23;2;0;2020-04-02
23;2;0;2020-04-03
23;2;0;2020-04-04
23;2;0;2020-04-05
23;2;0;2020-04-06
23;2;0;2020-04-07
23;2;0;2020-04-08
23;2;0;2020-04-09
23;2;0;2020-04-10
23;2;0;2020-04-11
23;2;0;2020-04-12
23;2;0;2020-04-13
23;2;0;2020-04-14
23;2;0;2020-04-15
23;2;0;2020-04-16
23;2;0;2020-04-17
23;2;0;2020-04-18
23;2;0;2020-04-19
23;2;0;2020-04-20
23;2;0;2020-04-21
23;2;0;2020-04-22
23;2;0;2020-04-23
23;2;0;2020-04-24
23;2;0;2020-04-25
23;2;0;2020-04-26
23;2;0;2020-04-27
23;2;0;2020-04-28
23;2;0;2020-04-29
23;2;0;2020-04-30
23;2;0;2020-05-01
23;2;0;2020-05-02
23;2;0;2020-05-03
23;2;0;2020-05-04
23;2;0;2020-05-05
23;2;0;2020-05-06
23;2;0;2020-05-07
23;2;0;2020-05-08
23;2;0;2020-05-09
23;2;0;2020-05-10
23;2;0;2020-05-11
23;2;0;2020-05-12
23;2;0;2020-05-13
23;2;0;2020-05-14
23;2;0;2020-05-15
23;2;0;2020-05-16
23;2;0;2020-05-17
24;0;0;2020-03-06
24;0;0;2020-03-07
24;0;0;2020-03-08
24;0;0;2020-03-09
24;0;0;2020-03-10
24;0;0;2020-03-11
24;0;0;2020-03-12
24;0;0;2020-03-13
24;0;0;2020-03-14
24;0;0;2020-03-15
24;0;0;2020-03-16
24;0;0;2020-03-17
24;0;0;2020-03-18
24;0;0;2020-03-19
24;0;0;2020-03-20
24;0;0;2020-03-21
24;0;0;2020-03-22
24;0;1;2020-03-23
24;0;1;2020-03-24
24;0;1;2020-03-25
24;0;3;2020-03-26
24;0;3;2020-03-27
24;0;4;2020-03-28
24;0;5;2020-03-29
24;0;7;2020-03-30
24;0;7;2020-03-31
24;0;8;2020-04-01
24;0;9;2020-04-02
24;0;9;2020-04-03
24;0;9;2020-04-04
24;0;9;2020-04-05
24;0;9;2020-04-06
24;0;10;2020-04-07
24;0;11;2020-04-08
24;0;12;2020-04-09
24;0;14;2020-04-10
24;0;14;2020-04-11
24;0;14;2020-04-12
24;0;15;2020-04-13
24;0;17;2020-04-14
24;0;17;2020-04-15
24;0;17;2020-04-16
24;0;18;2020-04-17
24;0;20;2020-04-18
24;0;20;2020-04-19
24;0;20;2020-04-20
24;0;21;2020-04-21
24;0;22;2020-04-22
24;0;24;2020-04-23
24;0;24;2020-04-24
24;0;24;2020-04-25
24;0;24;2020-04-26
24;0;24;2020-04-27
24;0;24;2020-04-28
24;0;24;2020-04-29
24;0;25;2020-04-30
24;0;26;2020-05-01
24;0;26;2020-05-02
24;0;26;2020-05-03
24;0;26;2020-05-04
24;0;26;2020-05-05
24;0;26;2020-05-06
24;0;26;2020-05-07
24;0;28;2020-05-08
24;0;28;2020-05-09
24;0;28;2020-05-10
24;0;28;2020-05-11
24;0;28;2020-05-12
24;0;28;2020-05-13
24;0;29;2020-05-14
24;0;29;2020-05-15
24;0;29;2020-05-16
24;0;30;2020-05-17
24;1;0;2020-03-06
24;1;0;2020-03-07
24;1;0;2020-03-08
24;1;0;2020-03-09
24;1;0;2020-03-10
24;1;0;2020-03-11
24;1;0;2020-03-12
24;1;0;2020-03-13
24;1;0;2020-03-14
24;1;0;2020-03-15
24;1;0;2020-03-16
24;1;0;2020-03-17
24;1;0;2020-03-18
24;1;0;2020-03-19
24;1;0;2020-03-20
24;1;0;2020-03-21
24;1;0;2020-03-22
24;1;0;2020-03-23
24;1;0;2020-03-24
24;1;0;2020-03-25
24;1;1;2020-03-26
24;1;1;2020-03-27
24;1;1;2020-03-28
24;1;1;2020-03-29
24;1;3;2020-03-30
24;1;3;2020-03-31
24;1;4;2020-04-01
24;1;5;2020-04-02
24;1;5;2020-04-03
24;1;5;2020-04-04
24;1;5;2020-04-05
24;1;5;2020-04-06
24;1;6;2020-04-07
24;1;7;2020-04-08
24;1;7;2020-04-09
24;1;8;2020-04-10
24;1;8;2020-04-11
24;1;8;2020-04-12
24;1;8;2020-04-13
24;1;8;2020-04-14
24;1;8;2020-04-15
24;1;8;2020-04-16
24;1;9;2020-04-17
24;1;10;2020-04-18
24;1;10;2020-04-19
24;1;10;2020-04-20
24;1;11;2020-04-21
24;1;11;2020-04-22
24;1;12;2020-04-23
24;1;12;2020-04-24
24;1;12;2020-04-25
24;1;12;2020-04-26
24;1;12;2020-04-27
24;1;12;2020-04-28
24;1;12;2020-04-29
24;1;13;2020-04-30
24;1;14;2020-05-01
24;1;14;2020-05-02
24;1;14;2020-05-03
24;1;14;2020-05-04
24;1;14;2020-05-05
24;1;14;2020-05-06
24;1;14;2020-05-07
24;1;16;2020-05-08
24;1;16;2020-05-09
24;1;16;2020-05-10
24;1;16;2020-05-11
24;1;16;2020-05-12
24;1;16;2020-05-13
24;1;17;2020-05-14
24;1;17;2020-05-15
24;1;17;2020-05-16
24;1;17;2020-05-17
24;2;0;2020-03-06
24;2;0;2020-03-07
24;2;0;2020-03-08
24;2;0;2020-03-09
24;2;0;2020-03-10
24;2;0;2020-03-11
24;2;0;2020-03-12
24;2;0;2020-03-13
24;2;0;2020-03-14
24;2;0;2020-03-15
24;2;0;2020-03-16
24;2;0;2020-03-17
24;2;0;2020-03-18
24;2;0;2020-03-19
24;2;0;2020-03-20
24;2;0;2020-03-21
24;2;0;2020-03-22
24;2;1;2020-03-23
24;2;1;2020-03-24
24;2;1;2020-03-25
24;2;2;2020-03-26
24;2;2;2020-03-27
24;2;3;2020-03-28
24;2;4;2020-03-29
24;2;4;2020-03-30
24;2;4;2020-03-31
24;2;4;2020-04-01
24;2;4;2020-04-02
24;2;4;2020-04-03
24;2;4;2020-04-04
24;2;4;2020-04-05
24;2;4;2020-04-06
24;2;4;2020-04-07
24;2;4;2020-04-08
24;2;5;2020-04-09
24;2;6;2020-04-10
